year,stint_x,tmID,GP_x,GS,minutes,points,fgAttempted,ftAttempted,fg_percentage,ft_percentage,three_percentage,true_shooting_percentage,rebounds_per_minute,steals_per_minute,blocks_per_minute,assists_per_minute,assist_turnover_ratio,effective_fg_percentage_player,free_throw_rate_player,height,weight,awardPointsPlayers,GP_y,won_x,lost_x,win_percentage,effective_fg_percentage,turnover_percentage,free_throw_factor,rebounding_factor,points_per_game,points_allowed_per_game,playoff,stint_y,awardPointsCoaches
10,0,PHO,31,31,976,631,434,170,0.4608294930875576,0.8941176470588236,0.4072164948453608,0.6200864779874213,0.18237704918032788,0.036885245901639344,0.04405737704918033,0.11168032786885246,1.329268292682927,0.5518433179723502,0.8941176470588236,72.0,172,8.0,34,23,11,0.6764705882352942,0.5120211898940505,0.1522125617983001,0.8550531914893617,0.9301297889714821,92.82352941176471,89.1470588235294,1,0,0.0
5,0,PHO,5,0,26,3,5,0,0.0,0.0,0.3333333333333333,0.3,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.07692307692307693,2.0,0.0,0.0,80.0,200,0.0,34,17,17,0.5,0.4797086368366285,0.17515250347285136,0.7625418060200669,0.9492291683342672,67.6470588235294,65.73529411764706,0,0,0.0
2,0,CLE,32,0,561,230,225,46,0.38222222222222224,0.782608695652174,0.3013698630136986,0.4689283966726472,0.19964349376114082,0.062388591800356503,0.0196078431372549,0.0784313725490196,1.1578947368421053,0.4311111111111111,0.782608695652174,73.0,168,0.0,32,22,10,0.6875,0.4610169491525424,0.1822510467120926,0.7366336633663366,1.0236357316649287,62.625,55.875,1,0,10.0
3,0,CLE,30,26,908,391,320,102,0.415625,0.8529411764705882,0.34234234234234234,0.535792589344442,0.17400881057268722,0.040748898678414094,0.012114537444933921,0.07488986784140969,1.1724137931034482,0.475,0.8529411764705882,73.0,168,0.0,32,10,22,0.3125,0.45082417582417583,0.17937255401062713,0.7775768535262206,1.0234912146676853,64.71875,66.875,0,0,0.0
4,0,CLE,34,33,898,398,340,95,0.42058823529411765,0.8210526315789474,0.3434343434343434,0.5212152959664745,0.16481069042316257,0.042316258351893093,0.011135857461024499,0.08908685968819599,1.3333333333333333,0.47058823529411764,0.8210526315789474,73.0,168,0.0,34,17,17,0.5,0.4468354430379747,0.1710769772974243,0.7216174183514774,1.0373163510418413,65.55882352941177,65.0,1,0,0.0
5,0,PHO,33,33,1076,434,310,108,0.4838709677419355,0.8611111111111112,0.4270833333333333,0.6069590512418886,0.14869888475836432,0.048327137546468404,0.013011152416356878,0.0762081784386617,1.0123456790123457,0.55,0.8611111111111112,73.0,168,0.0,34,17,17,0.5,0.4797086368366285,0.17515250347285136,0.7625418060200669,0.9492291683342672,67.6470588235294,65.73529411764706,0,0,0.0
6,0,PHO,29,29,852,382,261,118,0.46360153256704983,0.864406779661017,0.40425531914893614,0.610379649750735,0.14084507042253522,0.04460093896713615,0.012910798122065728,0.11032863849765258,1.2207792207792207,0.5363984674329502,0.864406779661017,73.0,168,0.0,34,16,18,0.47058823529411764,0.458876629889669,0.1835989658797125,0.7662337662337663,1.0196215779444087,69.44117647058823,69.23529411764706,0,0,0.0
7,0,PHO,20,8,536,277,220,66,0.44545454545454544,0.8636363636363636,0.36923076923076925,0.5561355605525217,0.21082089552238806,0.054104477611940295,0.016791044776119403,0.09514925373134328,1.7586206896551724,0.5,0.8636363636363636,73.0,168,0.0,34,18,16,0.5294117647058824,0.4977403451109285,0.1391267123287671,0.7850877192982456,0.9415607987943853,87.05882352941177,84.67647058823529,0,0,0.0
8,0,PHO,34,34,1010,605,397,198,0.4987405541561713,0.8838383838383839,0.37777777777777777,0.6248450797322977,0.21188118811881188,0.0504950495049505,0.02178217821782178,0.09702970297029703,1.2727272727272727,0.5415617128463476,0.8838383838383839,73.0,168,0.0,34,23,11,0.6764705882352942,0.4979330301777594,0.15015015015015015,0.8169761273209549,0.8903083995358386,88.97058823529412,85.41176470588235,1,0,0.0
10,0,PHO,14,1,283,153,108,48,0.46296296296296297,0.8958333333333334,0.4,0.5924721189591078,0.12014134275618374,0.0636042402826855,0.007067137809187279,0.11307420494699646,1.032258064516129,0.5092592592592593,0.8958333333333334,73.0,168,0.0,34,23,11,0.6764705882352942,0.5120211898940505,0.1522125617983001,0.8550531914893617,0.9301297889714821,92.82352941176471,89.1470588235294,1,0,0.0
3,0,LAS,32,32,882,204,166,40,0.4036144578313253,0.75,0.4,0.5555555555555556,0.09523809523809523,0.02834467120181406,0.01020408163265306,0.15873015873015872,2.0588235294117645,0.5240963855421686,0.75,72.0,169,0.0,32,25,7,0.78125,0.4935064935064935,0.18445839874411302,0.737984496124031,1.0594135465361818,76.625,69.84375,1,0,0.0
4,0,LAS,34,34,1189,392,288,112,0.3888888888888889,0.875,0.42424242424242425,0.5811195445920304,0.1471825063078217,0.03280067283431455,0.012615643397813289,0.17998317914213624,1.9814814814814814,0.5104166666666666,0.875,72.0,169,1.0,34,24,10,0.7058823529411765,0.45841121495327103,0.16160532541123396,0.7920353982300885,1.0187729554177738,73.5,71.52941176470588,1,0,0.0
5,0,LAS,34,34,1105,336,278,68,0.38848920863309355,0.7647058823529411,0.4121212121212121,0.5455962587685113,0.10497737556561086,0.03891402714932127,0.006334841628959276,0.18733031674208145,2.0097087378640777,0.5107913669064749,0.7647058823529411,72.0,169,0.0,34,25,9,0.7352941176470589,0.4748670855485742,0.18143280469736048,0.7340720221606648,1.0049925719248942,73.38235294117646,69.44117647058823,1,1,0.0
5,0,LAS,34,34,1105,336,278,68,0.38848920863309355,0.7647058823529411,0.4121212121212121,0.5455962587685113,0.10497737556561086,0.03891402714932127,0.006334841628959276,0.18733031674208145,2.0097087378640777,0.5107913669064749,0.7647058823529411,72.0,169,0.0,34,25,9,0.7352941176470589,0.4748670855485742,0.18143280469736048,0.7340720221606648,1.0049925719248942,73.38235294117646,69.44117647058823,1,2,0.0
5,0,LAS,34,34,1105,336,278,68,0.38848920863309355,0.7647058823529411,0.4121212121212121,0.5455962587685113,0.10497737556561086,0.03891402714932127,0.006334841628959276,0.18733031674208145,2.0097087378640777,0.5107913669064749,0.7647058823529411,72.0,169,0.0,34,25,9,0.7352941176470589,0.4748670855485742,0.18143280469736048,0.7340720221606648,1.0049925719248942,73.38235294117646,69.44117647058823,1,2,0.0
6,0,LAS,19,19,551,141,135,26,0.3333333333333333,0.8461538461538461,0.30851063829787234,0.48142583993444416,0.09618874773139746,0.041742286751361164,0.007259528130671506,0.12704174228675136,1.4893617021276595,0.44074074074074077,0.8461538461538461,72.0,169,0.0,34,17,17,0.5,0.45788442703232124,0.17501422879908937,0.7238095238095238,0.98455688937778,68.41176470588235,68.97058823529412,1,1,0.0
6,0,LAS,19,19,551,141,135,26,0.3333333333333333,0.8461538461538461,0.30851063829787234,0.48142583993444416,0.09618874773139746,0.041742286751361164,0.007259528130671506,0.12704174228675136,1.4893617021276595,0.44074074074074077,0.8461538461538461,72.0,169,0.0,34,17,17,0.5,0.45788442703232124,0.17501422879908937,0.7238095238095238,0.98455688937778,68.41176470588235,68.97058823529412,1,2,0.0
7,0,WAS,34,34,975,364,318,92,0.3710691823899371,0.8260869565217391,0.3443708609271523,0.5076991742914527,0.09128205128205129,0.04512820512820513,0.011282051282051283,0.18769230769230769,2.3766233766233764,0.4528301886792453,0.8260869565217391,72.0,169,0.0,34,18,16,0.5294117647058824,0.5045475216007276,0.1771099325607281,0.7384615384615385,1.020060233075815,80.79411764705883,78.1470588235294,1,0,0.0
8,0,WAS,33,33,746,172,152,45,0.3355263157894737,0.9333333333333333,0.32941176470588235,0.5005820721769499,0.09785522788203753,0.030831099195710455,0.00804289544235925,0.14611260053619302,1.7580645161290323,0.4276315789473684,0.9333333333333333,72.0,169,0.0,34,16,18,0.47058823529411764,0.441705069124424,0.18359184093422848,0.7961859356376639,0.9603196900692021,76.02941176470588,77.61764705882354,0,1,0.0
8,0,WAS,33,33,746,172,152,45,0.3355263157894737,0.9333333333333333,0.32941176470588235,0.5005820721769499,0.09785522788203753,0.030831099195710455,0.00804289544235925,0.14611260053619302,1.7580645161290323,0.4276315789473684,0.9333333333333333,72.0,169,0.0,34,16,18,0.47058823529411764,0.441705069124424,0.18359184093422848,0.7961859356376639,0.9603196900692021,76.02941176470588,77.61764705882354,0,2,0.0
10,1,ATL,10,10,234,39,30,10,0.4,0.8,0.4117647058823529,0.5668604651162791,0.07264957264957266,0.038461538461538464,0.004273504273504274,0.14957264957264957,2.9166666666666665,0.5166666666666667,0.8,72.0,169,0.0,34,18,16,0.5294117647058824,0.471993410214168,0.17610888902155097,0.7536423841059603,1.0375773753209894,84.1470588235294,82.26470588235294,1,0,10.0
10,2,DET,11,7,222,42,39,2,0.38461538461538464,1.0,0.3333333333333333,0.5265797392176529,0.06306306306306306,0.02702702702702703,0.018018018018018018,0.10810810810810811,1.5,0.5128205128205128,0.0,72.0,169,0.0,34,18,16,0.5294117647058824,0.4639877031181379,0.1738720607342114,0.7475728155339806,1.0504187961070948,78.0,77.76470588235294,1,1,0.0
10,2,DET,11,7,222,42,39,2,0.38461538461538464,1.0,0.3333333333333333,0.5265797392176529,0.06306306306306306,0.02702702702702703,0.018018018018018018,0.10810810810810811,1.5,0.5128205128205128,0.0,72.0,169,0.0,34,18,16,0.5294117647058824,0.4639877031181379,0.1738720607342114,0.7475728155339806,1.0504187961070948,78.0,77.76470588235294,1,2,0.0
7,0,WAS,16,0,105,29,26,2,0.5384615384615384,0.5,0.0,0.5394345238095238,0.2571428571428571,0.02857142857142857,0.02857142857142857,0.009523809523809525,0.25,0.5384615384615384,0.0,79.0,170,0.0,34,18,16,0.5294117647058824,0.5045475216007276,0.1771099325607281,0.7384615384615385,1.020060233075815,80.79411764705883,78.1470588235294,1,0,0.0
7,0,IND,10,0,53,23,19,5,0.5789473684210527,0.2,0.0,0.5424528301886793,0.2641509433962264,0.0,0.05660377358490566,0.0,0.0,0.5789473684210527,0.0,75.0,183,0.0,34,21,13,0.6176470588235294,0.4470615671641791,0.1778113044883884,0.7662721893491125,1.028729557102161,71.61764705882354,68.11764705882354,1,0,0.0
8,0,IND,9,0,54,9,12,4,0.25,0.75,0.0,0.32703488372093026,0.25925925925925924,0.037037037037037035,0.05555555555555555,0.018518518518518517,0.09090909090909091,0.25,0.0,75.0,183,0.0,34,21,13,0.6176470588235294,0.4619289340101523,0.19455124393885342,0.7747163695299838,0.9877289775912035,72.94117647058823,69.70588235294117,1,0,0.0
9,2,ATL,20,8,275,92,76,33,0.47368421052631576,0.6060606060606061,0.0,0.5081749889527176,0.23272727272727273,0.03636363636363636,0.04,0.03636363636363636,0.2702702702702703,0.47368421052631576,0.6060606060606061,75.0,183,0.0,34,4,30,0.11764705882352941,0.44109831709477415,0.18706624605678235,0.7475862068965518,0.930019443098284,74.52941176470588,84.67647058823529,0,0,0.0
9,1,IND,2,0,24,2,5,0,0.0,0.0,0.0,0.2,0.20833333333333334,0.0,0.0,0.08333333333333333,0.3333333333333333,0.0,0.0,75.0,183,0.0,34,17,17,0.5,0.4538779256539697,0.19163740237957966,0.7545731707317073,0.9923948838309408,72.73529411764706,72.26470588235294,1,0,0.0
8,0,CHI,17,0,122,43,38,14,0.39473684210526316,0.9285714285714286,0.0,0.48686594202898553,0.22950819672131148,0.00819672131147541,0.03278688524590164,0.02459016393442623,0.42857142857142855,0.39473684210526316,0.9285714285714286,75.0,200,0.0,34,14,20,0.4117647058823529,0.4470794905577514,0.16424486010202505,0.6763485477178424,0.9851927542051864,74.26470588235294,76.79411764705883,0,0,0.0
5,0,LAS,31,8,547,165,143,41,0.46153846153846156,0.6829268292682927,0.45454545454545453,0.5122950819672132,0.21937842778793418,0.03290676416819013,0.025594149908592323,0.04204753199268738,0.8518518518518519,0.479020979020979,0.6829268292682927,75.0,185,0.0,34,25,9,0.7352941176470589,0.4748670855485742,0.18143280469736048,0.7340720221606648,1.0049925719248942,73.38235294117646,69.44117647058823,1,1,0.0
5,0,LAS,31,8,547,165,143,41,0.46153846153846156,0.6829268292682927,0.45454545454545453,0.5122950819672132,0.21937842778793418,0.03290676416819013,0.025594149908592323,0.04204753199268738,0.8518518518518519,0.479020979020979,0.6829268292682927,75.0,185,0.0,34,25,9,0.7352941176470589,0.4748670855485742,0.18143280469736048,0.7340720221606648,1.0049925719248942,73.38235294117646,69.44117647058823,1,2,0.0
5,0,LAS,31,8,547,165,143,41,0.46153846153846156,0.6829268292682927,0.45454545454545453,0.5122950819672132,0.21937842778793418,0.03290676416819013,0.025594149908592323,0.04204753199268738,0.8518518518518519,0.479020979020979,0.6829268292682927,75.0,185,0.0,34,25,9,0.7352941176470589,0.4748670855485742,0.18143280469736048,0.7340720221606648,1.0049925719248942,73.38235294117646,69.44117647058823,1,2,0.0
6,0,LAS,32,0,520,122,96,32,0.5,0.6875,0.3333333333333333,0.5541424418604651,0.2,0.021153846153846155,0.03653846153846154,0.032692307692307694,0.68,0.5208333333333334,0.6875,75.0,185,0.0,34,17,17,0.5,0.45788442703232124,0.17501422879908937,0.7238095238095238,0.98455688937778,68.41176470588235,68.97058823529412,1,1,0.0
6,0,LAS,32,0,520,122,96,32,0.5,0.6875,0.3333333333333333,0.5541424418604651,0.2,0.021153846153846155,0.03653846153846154,0.032692307692307694,0.68,0.5208333333333334,0.6875,75.0,185,0.0,34,17,17,0.5,0.45788442703232124,0.17501422879908937,0.7238095238095238,0.98455688937778,68.41176470588235,68.97058823529412,1,2,0.0
7,0,LAS,27,1,539,164,133,47,0.48872180451127817,0.6382978723404256,0.2,0.5335762623633524,0.2653061224489796,0.03710575139146568,0.025974025974025976,0.04823747680890538,0.6190476190476191,0.5037593984962406,0.6382978723404256,75.0,185,0.0,34,25,9,0.7352941176470589,0.4635535307517084,0.17517156316017374,0.743801652892562,1.0365147828651478,75.73529411764706,72.82352941176471,1,0,0.0
8,0,LAS,34,19,640,287,237,70,0.4810126582278481,0.7571428571428571,0.35294117647058826,0.535847647498133,0.2796875,0.034375,0.0140625,0.028125,0.391304347826087,0.4936708860759494,0.7571428571428571,75.0,185,0.0,34,10,24,0.29411764705882354,0.44251626898047725,0.18116171935479777,0.7862838915470495,0.9940396008916756,74.5,79.6470588235294,0,0,0.0
9,0,LAS,20,0,159,29,34,8,0.35294117647058826,0.5,0.16666666666666666,0.3864605543710021,0.25157232704402516,0.012578616352201259,0.050314465408805034,0.03773584905660377,0.75,0.36764705882352944,0.5,75.0,185,0.0,34,20,14,0.5882352941176471,0.4579626334519573,0.19170860292355618,0.7517433751743375,1.048432957942925,76.41176470588235,74.20588235294117,1,0,0.0
10,0,MIN,11,0,66,3,21,2,0.047619047619047616,0.5,0.0,0.06855575868372944,0.22727272727272727,0.045454545454545456,0.07575757575757576,0.045454545454545456,0.5,0.047619047619047616,0.0,75.0,185,0.0,34,14,20,0.4117647058823529,0.4740806380150642,0.1651089139502549,0.7715404699738904,0.983276801876007,80.32352941176471,83.1470588235294,0,0,0.0
4,0,CLE,32,25,852,345,296,90,0.46283783783783783,0.7888888888888889,0.0,0.5140047675804529,0.19248826291079812,0.03286384976525822,0.015258215962441314,0.04342723004694836,0.8809523809523809,0.46283783783783783,0.7888888888888889,74.0,165,0.0,34,17,17,0.5,0.4468354430379747,0.1710769772974243,0.7216174183514774,1.0373163510418413,65.55882352941177,65.0,1,0,0.0
5,0,SAS,31,30,964,440,350,113,0.48857142857142855,0.8407079646017699,0.375,0.5503852696887821,0.14315352697095435,0.025933609958506226,0.011410788381742738,0.043568464730290454,0.75,0.4928571428571429,0.8407079646017699,74.0,165,0.0,34,9,25,0.2647058823529412,0.43891752577319587,0.18795890551492678,0.7770700636942676,0.982321411356406,64.44117647058823,69.52941176470588,0,2,0.0
5,0,SAS,31,30,964,440,350,113,0.48857142857142855,0.8407079646017699,0.375,0.5503852696887821,0.14315352697095435,0.025933609958506226,0.011410788381742738,0.043568464730290454,0.75,0.4928571428571429,0.8407079646017699,74.0,165,0.0,34,9,25,0.2647058823529412,0.43891752577319587,0.18795890551492678,0.7770700636942676,0.982321411356406,64.44117647058823,69.52941176470588,0,1,0.0
6,0,SAS,21,12,505,185,161,49,0.42857142857142855,0.8979591836734694,0.42857142857142855,0.5066827344434707,0.13465346534653466,0.013861386138613862,0.015841584158415842,0.04356435643564356,0.6666666666666666,0.43788819875776397,0.8979591836734694,74.0,165,0.0,34,7,27,0.20588235294117646,0.44680851063829785,0.2015156993913096,0.7714723926380368,0.9294908741594621,62.970588235294116,70.61764705882354,0,0,0.0
7,0,SAS,19,0,369,157,124,59,0.45161290322580644,0.7627118644067796,0.0,0.5234729261136303,0.2222222222222222,0.037940379403794036,0.018970189701897018,0.05962059620596206,0.8148148148148148,0.45161290322580644,0.7627118644067796,74.0,165,0.0,34,13,21,0.38235294117647056,0.4476718403547672,0.16059604828412338,0.75,0.9767426096363507,74.20588235294117,76.55882352941177,0,0,0.0
8,0,LAS,27,7,487,208,174,46,0.4425287356321839,0.8260869565217391,0.42105263157894735,0.5354200988467874,0.12525667351129363,0.018480492813141684,0.014373716632443531,0.06570841889117043,1.103448275862069,0.4885057471264368,0.8260869565217391,74.0,165,0.0,34,10,24,0.29411764705882354,0.44251626898047725,0.18116171935479777,0.7862838915470495,0.9940396008916756,74.5,79.6470588235294,0,0,0.0
9,1,DET,7,0,40,8,15,0,0.26666666666666666,0.0,0.0,0.26666666666666666,0.125,0.025,0.025,0.025,0.5,0.26666666666666666,0.0,74.0,165,0.0,34,22,12,0.6470588235294118,0.4610021786492375,0.15905796636693645,0.7473118279569892,1.069706376467787,78.58823529411765,74.17647058823529,1,0,0.0
9,2,MIN,13,0,147,47,38,9,0.5,0.4444444444444444,0.7142857142857143,0.5600571973307912,0.17006802721088435,0.013605442176870748,0.0,0.02040816326530612,0.16666666666666666,0.5657894736842105,0.4444444444444444,74.0,165,0.0,34,16,18,0.47058823529411764,0.45918367346938777,0.1495962169905805,0.7546296296296297,0.9840551195289471,81.38235294117646,80.02941176470588,0,0,0.0
1,0,POR,32,31,863,163,163,74,0.3558282208588957,0.5945945945945946,0.25,0.4167518920024545,0.14600231749710313,0.06257242178447277,0.01738122827346466,0.11703360370799537,1.4852941176470589,0.36503067484662577,0.5945945945945946,70.0,154,0.0,32,10,22,0.3125,0.4559628008752735,0.2174008681370249,0.7001434720229556,0.9948664192741907,67.34375,71.96875,0,0,0.0
2,0,POR,32,1,413,59,60,35,0.36666666666666664,0.42857142857142855,0.0,0.3912466843501326,0.1694915254237288,0.07263922518159806,0.024213075060532687,0.09927360774818401,1.025,0.36666666666666664,0.42857142857142855,70.0,154,0.0,32,11,21,0.34375,0.4331041776837652,0.18795014058670514,0.7352941176470589,0.9520950113947397,65.25,68.8125,0,0,0.0
3,0,POR,32,6,621,143,148,61,0.34459459459459457,0.5081967213114754,0.2564102564102564,0.40894532143674217,0.15136876006441224,0.06763285024154589,0.01932367149758454,0.10789049919484701,1.8611111111111112,0.3783783783783784,0.5081967213114754,70.0,154,0.0,32,16,16,0.5,0.4574577139928242,0.18312433139189352,0.7269503546099291,0.9691110243394507,68.59375,69.59375,0,0,0.0
4,2,DET,11,0,82,15,16,11,0.3125,0.36363636363636365,0.2,0.3598848368522073,0.1951219512195122,0.10975609756097561,0.012195121951219513,0.06097560975609756,0.8333333333333334,0.34375,0.36363636363636365,70.0,154,0.0,34,25,9,0.7352941176470589,0.4812874251497006,0.20266126236633691,0.7074829931972789,1.0456613352127722,75.08823529411765,70.44117647058823,1,0,10.0
4,1,PHO,19,1,187,46,46,16,0.32608695652173914,0.625,0.2727272727272727,0.4336349924585219,0.1443850267379679,0.058823529411764705,0.0427807486631016,0.053475935828877004,1.0,0.391304347826087,0.625,70.0,154,0.0,34,8,26,0.23529411764705882,0.4100238663484487,0.16994011296227968,0.6816546762589928,0.9853547018448261,61.6764705882353,66.76470588235294,0,0,0.0
5,0,DET,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,154,0.0,34,17,17,0.5,0.43156890796375774,0.17339985397907035,0.702020202020202,1.056269930162609,69.58823529411765,70.02941176470588,1,0,0.0
6,1,DET,17,0,133,12,12,20,0.16666666666666666,0.4,0.0,0.28846153846153844,0.15037593984962405,0.06015037593984962,0.022556390977443608,0.06015037593984962,2.6666666666666665,0.16666666666666666,0.4,70.0,154,0.0,34,16,18,0.47058823529411764,0.42184466019417477,0.1921549623766641,0.6576227390180879,1.1023758727384307,66.08823529411765,67.26470588235294,1,0,0.0
